23021007360441,Ryan Goodwin,087071054,1,1
23021007360442,Justin Campbell,679343540,1,2
23021007360443,Jerome Riley,051883030,1,3
23021007360444,Melissa Peters,829669636,1,4
23021007360445,Andrew Grant,402059442,1,5
23021007360446,Joseph Reynolds,887072345,1,6
23021007360447,Nina Robinson,875510634,1,7
23021007360448,Heather Rasmussen,582733376,1,8
23021007360449,Steven Morgan,400812539,1,9
230210073604410,Laurie Miller,812291376,1,10
230210073604411,Renee Moore,791636887,1,11
230210073604412,Amanda Horton,212215801,1,12
230210073604413,John Perry,207562362,1,13
230210073604414,Karen Cook,466498189,1,14
230210073604415,Carrie Li,042868292,1,15
230210073604416,Lisa Gould,711148846,1,16
230210073604417,Kyle Little,800165867,1,17
230210073604418,Dr. Barbara Nixon,353748494,1,18
230210073604419,Kara Day,164366536,1,19
230210073604420,Jamie Singh,738860327,1,20
230210073604421,Charles Smith,893475668,1,21
230210073604422,Andrea James,577555246,1,22
230210073604423,Gary Martin,189293297,1,23
230210073604424,Kimberly Brown,530171366,1,24
