22122808090641,Theresa Mendez,264554168,1,1
22122808090642,Kelsey Barrett,102199951,1,2
22122808090643,James Watkins,148944263,1,3
22122808090644,Anna Brown,476718906,1,4
22122808090645,Morgan Dunn,860161460,1,5
22122808090646,Robin Tran,586649173,1,6
22122808090647,Taylor Lee,468523543,1,7
22122808090648,Michael Navarro,386772191,1,8
22122808090649,Marie Rowland,760390999,1,9
221228080906410,Deanna Jarvis,589719069,1,10
221228080906411,Chris Chambers,498952939,1,11
221228080906412,Jennifer Ramirez,863900808,1,12
221228080906413,Carl Rivas MD,177288838,1,13
221228080906414,Kelly Evans,679667442,1,14
221228080906415,Alec Estrada,003348256,1,15
221228080906416,Nathan Diaz,472247988,1,16
221228080906417,Kathryn Johnson,049259723,1,17
221228080906418,Thomas Valdez,198029714,1,18
221228080906419,Frank Higgins,365149714,1,19
221228080906420,Carla Duncan,629425780,1,20
221228080906421,Rose Malone,665022575,1,21
221228080906422,Jason Kerr,832218383,1,22
221228080906423,Richard Henderson,318393910,1,23
221228080906424,Crystal Powell,563620098,1,24
221228080906425,Joan Wilson,753045424,1,25
221228080906426,James Roy,110808092,1,26
221228080906427,Leslie Frazier,875680095,1,27
221228080906428,Connie Jones,398533698,1,28
221228080906429,Melissa Patel,174435368,1,29
221228080906430,Mark Gonzalez,715240850,1,30
221228080906431,Lynn Baker,074479374,1,31
221228080906432,Jared Gibson,152700419,1,32
221228080906433,Heather Steele,795464053,1,33
221228080906434,Bradley Walls,629045708,1,34
221228080906435,Roberto Adams,790784347,1,35
221228080906436,Lauren Bolton,129885874,1,36
221228080906437,Christine Brown,127362453,1,37
221228080906438,Brent Brown,539541723,1,38
221228080906439,Dr. Mary Klein MD,126280847,1,39
221228080906440,Julia Anderson,851554635,1,40
221228080906441,Samuel Smith,554015436,1,41
221228080906442,Jenna Phillips,014743529,1,42
221228080906443,Jennifer Cooley,497860404,1,43
221228080906444,Kayla Bright,414021768,1,44
221228080906445,Juan Nelson,110262109,1,45
221228080906446,Jessica Barrera,839438728,1,46
221228080906447,Zachary Burns,055774733,1,47
221228080906448,Amber Smith,692389368,1,48
221228080906449,Michael Clark,588694308,1,49
221228080906450,Travis Compton,586863009,1,50
221228080906451,Ashley Tapia,018998376,1,51
221228080906452,Jose Michael,310862447,1,52
221228080906453,Kevin Bryant,327898525,1,53
221228080906454,Ashley Flores,887325432,1,54
221228080906455,Amy Kelly,251810698,1,55
221228080906456,Michael Sullivan,300708362,1,56
221228080906457,Katelyn Curry,479490618,1,57
221228080906458,Jackson Mckenzie,107833317,1,58
221228080906459,Samuel Brown,270807231,1,59
221228080906460,Mark Thompson,067620181,1,60
221228080906461,Breanna Wright,733449309,1,61
221228080906462,Shawn Garza,274495114,1,62
221228080906463,Brandy Hensley,298232324,1,63
221228080906464,Victoria Brown,788350074,1,64
221228080906465,Andrea Knapp,880032090,1,65
221228080906466,Brittany Matthews,145134797,1,66
221228080906467,Debra Velazquez,490462063,1,67
221228080906468,Tyrone Werner,896633888,1,68
221228080906469,David Harris,606320214,1,69
221228080906470,Seth Stout,108322274,1,70
221228080906471,Andres Watson,567082210,1,71
